title,author,price,price (including used books),pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,dimensions,weight,language,publisher
"Python Machine Learning for Beginners: Learning from scratch NumPy, Pandas, Matplotlib, Seaborn, Scikitlearn, and TensorFlow for Machine Learning and ... Learning & Data Science for Beginners)",Not Provided,25.19, 19.99 - 25.19 ,304,4.4,59,73,10,10,2,5,610.6,0.41390299199999997,English,"AI Publishing LLC (October 23, 2020)"
Python Reinforcement Learning: Solve complex real-world problems by mastering reinforcement learning algorithms using OpenAI Gym and TensorFlow,"Sudharsan Ravichandiran, Sean Saito, et al.",0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
Be Data Driven: How Organizations Can Harness the Power of Data,Jordan Morrow,34.49,34.49,240,4.0,9,72,14,14,0,0,509.7,0.371378712,English,"Kogan Page; 1st edition (August 30, 2022)"
Marketing Data Science: Modeling Techniques in Predictive Analytics with R and Python (FT Press Analytics),Not Provided,0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
Machine Learning Design Interview: Machine Learning System Design Interview,Khang Pham,39.99,39.99,210,3.4,69,44,14,8,9,24,424.8,0.33452433600000003,English,"Independently published (April 29, 2022)"
"Analytics, Data Science, & Artificial Intelligence: Systems for Decision Support","Ramesh Sharda, Dursun Delen, et al.",223.0, 57.95 - 223.00 ,832,4.3,36,68,15,7,10,0,2221.4,0.1000738056,English,"Pearson; 11th edition (February 11, 2019)"
Computer Science Unleashed: Harness the Power of Computational Systems (Code is Awesome),Not Provided,19.95,19.95,270,4.9,29,95,5,0,0,0,,,English,"Code Energy (July 2, 2021)"
Hands-On Business Intelligence with Qlik Sense: Implement self-service data analytics with insights and guidance from Qlik Sense experts,"Pablo Labbe, Clever Anjos, et al.",41.99,41.99,442,3.7,24,33,30,21,6,10,1136.9,0.7529633342000001,English,"Packt Publishing (February 28, 2019)"
"Extending Power BI with Python and R: Ingest, transform, enrich, and visualize data using the power of analytical languages",Luca Zavarella and Francesca Lazzeri,40.66,40.66,558,4.4,25,72,11,11,6,0,1432.4,0.9480080532999999,English,"Packt Publishing (November 26, 2021)"
Data Science For Dummies,Lillian Pierson,8.75,8.75,408,4.4,72,63,20,12,3,2,879.7,0.0009922332,English,"For Dummies; 1st edition (March 9, 2015)"
Algorithms and Data Structures for Massive Datasets,"Dzejla Medjedovic, Emin Tahirovic, et al.",0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
"The Art of Statistical Thinking: Detect Misinformation, Understand the World Deeper, and Make Better Decisions. (Advanced Thinking Skills)",Not Provided,0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
Big Data on Campus: Data Analytics and Decision Making in Higher Education,Karen L. Webber and Henry Y. Zheng,0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
Spatial Data Science: With Applications in R (Chapman & Hall/CRC The R Series),Edzer Pebesma and Roger Bivand,99.95,99.95,328,0,0,0,0,0,0,0,,0.7892507238,English,"Chapman and Hall/CRC; 1st edition (May 10, 2023)"
Cracking the Coding Interview: 189 Programming Questions and Solutions,Not Provided,35.95, 32.34 - 35.95 ,687,4.7,"7,953",81,12,4,1,2,1823.9,1.2201634753000001,English,"CareerCup; 6th edition (July 1, 2015)"
The Machine Learning Solutions Architect Handbook: Create machine learning platforms to run solutions in an enterprise setting,David Ping,54.99,54.99,442,4.6,41,77,17,5,0,0,1136.9,0.7529633342000001,English,"Packt Publishing (January 21, 2022)"
Foundations for Architecting Data Solutions: Managing Successful Data Projects,Ted Malaska and Jonathan Seidman,0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
Data Science in Chemistry (De Gruyter Textbook),Thorsten Gressling,52.64,52.64,330,4.5,6,50,50,0,0,0,1341.7,0.9026488163,English,"De Gruyter (November 23, 2020)"
Data Science for Dummies: 2nd Edition,"Lillian Pierson, Jake Porway - foreword, et al.",0,0,0,4.4,205,60,24,13,2,2,,,Not_Stated,Not Provided
"Data Science Interview: Prep for SQL, Panda, Python, R Language, Machine Learning, DBMS and RDBMS – And More – The Full Data Scientist Interview Handbook",DSI ACE PREP,0,0,158,4.7,63,88,6,3,3,0,,,English,"Data Science Interview Books (January 5, 2022)"
The Handbook of Data Science and AI: Generate Value from Data with Machine Learning and Data Analytics,"Stefan Papp, Wolfgang Weidinger, et al.",42.49,42.49,576,4.6,11,75,13,12,0,0,1467.6,1.088621688,English,"Hanser Publications (April 28, 2022)"
Learning Qlik® Sense: The Official Guide,"Christopher Ilacqua, Henric Cronstrom, et al.",46.99, 29.88 - 46.99 ,230,3.5,22,36,21,17,8,18,591.2,0.40256318399999996,English,"Packt Publishing (February 6, 2015)"
Introduction to Probability for Data Science,Stanley Chan,70.0, 69.98 - 70.00 ,704,4.9,10,86,14,0,0,0,1950.1,1.4741752025000001,English,"Michigan Publishing Services (November 5, 2021)"
The Foundations of Statistics,Leonard J. Savage,11.89,11.89,310,4.6,105,73,17,6,2,3,551.5,0.357203952,English,"Dover Publications; 2nd Revised ed. edition (June 1, 1972)"
Data Structures & Algorithms Interview Questions You'll Most Likely Be Asked (Job Interview Questions Series),Not Provided,0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
"Google BigQuery: The Definitive Guide: Data Warehousing, Analytics, and Machine Learning at Scale",Valliappa Lakshmanan and Jordan Tigani,29.99,29.99,522,4.5,105,71,19,5,3,2,1053.4,0.8210021897,English,"O'Reilly Media; 1st edition (November 19, 2019)"
Automated Machine Learning in Action,"Qingquan Song, Haifeng Jin, et al.",44.99,44.99,336,4.5,4,50,50,0,0,0,1006.8,0.6214215469000001,English,"Manning (June 7, 2022)"
Data Scientist Lined Notebook Data Science Journal: Data Science Gifts Funny Data Scientist Gift Big Data Machine Learning Lined Notebook,Data Science by Medved,7.99,7.99,120,0,0,0,0,0,0,0,247.8,0.23530101600000003,English,"Independently published (February 21, 2021)"
"Mastering PostgreSQL 13: Build, administer, and maintain database applications efficiently with PostgreSQL 13, 4th Edition",Hans-Jurgen Schonig,41.99,41.99,476,4.2,38,65,12,12,8,4,1227.8,0.8119303423,English,"Packt Publishing; 4th ed. edition (November 13, 2020)"
Pro DAX and Data Modeling in Power BI: Creating the Perfect Semantic Layer to Drive Your Dashboard Analytics,Adam Aspin,54.99,54.99,488,0,0,0,0,0,0,0,1135.6,0.9253284348,English,"Apress; 1st ed. edition (November 26, 2022)"
SQL for Beginners: An Informative and In-depth Guide to SQL Programming,Chad Knowles,15.89,15.89,159,4.8,197,92,3,5,0,0,318.6,0.238135968,English,"Independently published (October 3, 2022)"
Introduction to Biomedical Data Science,Robert Hoyt and Robert Muenchen,64.95,64.95,258,5.0,7,100,0,0,0,0,902.3,0.6032778521000001,English,"Lulu.com (November 24, 2019)"
Basketball Data Science: With Applications in R (Chapman & Hall/CRC Data Science Series),Not Provided,46.5, 40.18 - 46.50 ,0,4.1,20,61,12,12,7,7,,,Not_Stated,Not Provided
Game Data Science,"Magy Seif El-Nasr, Truong-Huy D. Nguyen, et al.",52.79, 47.30 - 52.79 ,416,5.0,6,100,0,0,0,0,768.1,0.6803885550000001,English,"Oxford University Press (December 14, 2021)"
Algorithms For Dummies (For Dummies (Computer/Tech)),John Paul Mueller and Luca Massaron,22.49,22.49,448,4.8,5,75,25,0,0,0,1129.8,0.5669904625000001,English,"For Dummies; 2nd edition (April 15, 2022)"
Foundational Python for Data Science (Addison-Wesley Data & Analytics Series),Not Provided,24.0,24,256,4.4,8,55,28,17,0,0,619.4,0.41957289600000003,English,"Pearson; 1st edition (October 7, 2021)"
The Alignment Problem: Machine Learning and Human Values,Brian Christian and Brilliance Audio,0,0,0,4.6,262,72,22,4,1,1,,,Not_Stated,Not Provided
"Applied Data Science in Tourism: Interdisciplinary Approaches, Methodologies, and Applications (Tourism on the Verge)",Roman Egger,73.61,73.61,667,0,0,0,0,0,0,0,1334.4,1.1611964672000001,English,"Springer; 1st ed. 2022 edition (February 1, 2022)"
"The Digital Mindset: What It Really Takes to Thrive in the Age of Data, Algorithms, and AI",Paul Leonardi and Tsedal Neeley,19.69,19.69,272,4.4,73,68,17,8,5,3,1011.9,0.4989516070000001,English,"Harvard Business Review Press (May 10, 2022)"
Data Science in Education,Andrea Filatro,10.5,10.5,195,0,0,0,0,0,0,0,389.4,0.354369,English,"Independently published (July 5, 2022)"
Essential Calculus Skills Practice Workbook with Full Solutions,Chris McMullen,9.99,9.99,151,4.6,"1,537",74,16,7,1,2,458.8,0.31184472,English,"Zishka Publishing (August 16, 2018)"
Raise Your Analytics Game: From Excel to PowerBI,Ali Noorani and Muneeba Sirshar,25.57,25.57,260,0,0,0,0,0,0,0,950.0,0.7529633342000001,English,"Independently published (May 25, 2022)"
How Data Happened: A History from the Age of Reason to the Age of Algorithms,Chris Wiggins and Matthew L. Jones,30.0,30,384,0,0,0,0,0,0,0,,0.7892507238,English,"W. W. Norton & Company (March 21, 2023)"
"Machine Learning with R: Expert techniques for predictive modeling, 3rd Edition",Brett Lantz,37.99, 24.96 - 37.99 ,458,4.6,237,78,13,5,2,2,1182.3,0.7801788764,English,"Packt Publishing; 3rd edition (April 15, 2019)"
Introduction to Data Mining (2nd Edition) (What's New in Computer Science),"Pang-Ning Tan, Michael Steinbach, et al.",104.83, 37.21 - 104.83 ,0,4.0,67,62,10,9,4,15,,,Not_Stated,Not Provided
Data Structures and Algorithms with Python (Undergraduate Topics in Computer Science),Not Provided,59.45, 43.40 - 59.45 ,378,4.4,28,63,19,16,2,0,795.2,6.4274038829,English,"Springer; 2015th edition (January 22, 2015)"
"Tableau Prep Cookbook: Use Tableau Prep to clean, combine, and transform your data for analysis",Hendrik Kleine,41.99,41.99,288,4.1,17,63,19,18,0,0,739.0,0.4989516070000001,English,"Packt Publishing (March 19, 2021)"
"Data Sketches: A journey of imagination, exploration, and beautiful data visualizations (AK Peters Visualization Series)",Not Provided,40.94,40.94,"Full-color , showcasing all 24 final data visualizations",4.5,94,76,12,5,4,4,2444.2,1.9186957251000003,English,"A K Peters/CRC Press; 1st edition (February 9, 2021)"
Data Science Strategy For Dummies,Ulrika J&auml;gare,18.0,18,328,4.2,48,58,24,5,5,7,,,English,"For Dummies; 1st edition (June 12, 2019)"
Data Science for Engineers,Raghunathan Rengaswamy and Resmi Suresh,120.0,120,360,0,0,0,0,0,0,0,926.7,0.8300740371,English,"CRC Press; 1st edition (December 16, 2022)"
Quantitative Social Science: An Introduction in tidyverse,Kosuke Imai and Nora Webb Williams,49.99, 44.47 - 49.99 ,488,4.1,7,63,18,18,0,0,1078.5,1.0205828325000001,English,"Princeton University Press (August 2, 2022)"
"Computer Age Statistical Inference, Student Edition: Algorithms, Evidence, and Data Science (Institute of Mathematical Statistics Monographs, Series Number 6)",Bradley Efron and Trevor Hastie,45.42, 39.99 - 45.42 ,0,4.5,25,71,13,10,5,0,,,Not_Stated,Not Provided
Machine Learning for Beginners: Learn and Understand the Basics of Artificial Intelligence. A Beginner's Guide to Properly Understand Machine Learning Essentials with Data Science Principles,Not Provided,0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
Probability and Statistics for Data Science: Math + R + Data (Chapman & Hall/CRC Data Science Series),Not Provided,0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
"The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling, 3rd Edition",Not Provided,0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
Decolonizing Data: Unsettling Conversations about Social Research Methods,Jacqueline M. Quinless,24.95,24.95,172,4.6,9,75,11,15,0,0,437.5,0.28916510399999995,English,"University of Toronto Press (February 15, 2022)"
"Data Science for Beginners: 4 Books in 1: Python Programming, Data Analysis, Machine Learning. A Complete Overview to Master The Art of Data Science ... Python for Business (Data Science Mastery)",Not Provided,25.62,25.62,0,4.5,2,51,49,0,0,0,,,Not_Stated,Not Provided
Machine Learning with PyTorch and Scikit-Learn: Develop machine learning and deep learning models with Python,"Sebastian Raschka, Yuxi (Hayden) Liu, et al.",39.02,39.02,774,4.6,164,80,11,4,3,3,1989.5,1.3063460256000001,English,"Packt Publishing (February 25, 2022)"
ColorWise: A Data Storyteller's Guide to the Intentional Use of Color,Kate Strachnyi,29.99,29.99,165,0,0,0,0,0,0,0,407.1,0.309009768,English,"O'Reilly Media; 1st edition (December 20, 2022)"
Foundations of Data Science,"Avrim Blum, John Hopcroft, et al.",51.99,51.99,0,4.6,49,78,13,5,3,0,,,Not_Stated,Not Provided
Data Science (The MIT Press Essential Knowledge series),Not Provided,9.69,9.69,280,4.5,404,67,21,7,3,2,322.3,0.249475776,English,"The MIT Press; Illustrated edition (April 13, 2018)"
Deep Learning: Engage the World Change the World,"Michael Fullan, Joanne Quinn, et al.",5.33, 8.55 - 35.33 ,208,4.5,74,72,14,7,2,4,539.1,0.43941756,English,"Corwin; First edition (December 15, 2017)"
Machine Learning in Finance: From Theory to Practice,"Matthew F. Dixon, Igor Halperin, et al.",55.18, 52.41 - 55.18 ,573,4.5,93,78,7,7,4,4,1158.3,1.0205828325000001,English,"Springer; 1st ed. 2020 edition (July 2, 2020)"
Practical Deep Learning at Scale with MLflow: Bridge the gap between offline experimentation and online production,Yong Liu and Dr. Matei Zaharia,44.99,44.99,288,4.8,8,83,17,0,0,0,739.0,0.4989516070000001,English,"Packt Publishing (July 8, 2022)"
"Clinical Biostatistics and Epidemiology Made Ridiculously Simple: An Incredibly Easy Way to Learn for Medical, Nursing, PA Students, And Other Healthcare Professionals (MedMaster Medical Books)",Not Provided,0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
AI and Machine Learning for Coders: A Programmer's Guide to Artificial Intelligence,Laurence Moroney,38.49,38.49,0,4.7,142,79,15,4,1,1,,,Not_Stated,Not Provided
