title,author,price,price (including used books),pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,dimensions,weight,language,publisher
Scalable Data Architecture with Java: Build efficient enterprise-grade data architecting solutions using Java,Sinchan Banerjee,44.99,44.99,382,5.0,1,100,0,0,0,0,989.1,0.6531730128000001,English,"Packt Publishing (September 30, 2022)"
Data Mining: Concepts and Techniques (The Morgan Kaufmann Series in Data Management Systems),"Jiawei Han, Jian Pei, et al.",89.95, 41.38 - 89.95 ,752,4.1,49,57,23,8,11,0,1621.7,1.1611964672000001,English,"Morgan Kaufmann; 4th edition (October 17, 2022)"
Data Literacy in Practice: A complete guide to data literacy and making smarter decisions with data through intelligent actions,Angelika Klidas and Kevin Hanegan,54.44, 44.99 - 54.44 ,396,5.0,2,100,0,0,0,0,1023.2,0.6803885550000001,English,"Packt Publishing (November 30, 2022)"
Python Distilled (Developer's Library),Not Provided,36.46,36.46,352,4.6,115,79,9,7,1,3,814.1,0.5805982336000001,English,"Pearson; 1st edition (September 22, 2021)"
Python All-in-One For Dummies (For Dummies (Computer/Tech)),John C. Shovic and Alan Simpson,29.99, 27.58 - 29.99 ,720,4.6,243,73,16,7,1,3,1765.6,0.9570799007,English,"For Dummies; 2nd edition (April 9, 2021)"
Beyond the Basic Stuff with Python: Best Practices for Writing Clean Code,Al Sweigart,30.22,30.22,384,4.7,259,79,16,3,2,0,997.4,0.7257477920000001,English,"No Starch Press (December 16, 2020)"
Python Basics: A Practical Introduction to Python 3,"David Amos, Dan Bader, et al.",9.99,9.99,637,4.6,491,77,16,4,2,1,,,English,"Real Python (realpython.com); 4th edition (August 30, 2022)"
Python Programming for Beginners: The Most Comprehensive Programming Guide to Become a Python Expert from Scratch in No Time. Includes Hands-On Exercises,Cory Reed,18.51,18.51,121,4.7,249,89,2,1,1,6,429.0,0.331689384,English,"Independently published (September 22, 2022)"
Introducing Python: Modern Computing in Simple Packages,Bill Lubanovic,24.49, 19.99 - 24.49 ,630,4.7,363,81,12,4,1,2,1378.7,1.0659420695000001,English,"O'Reilly Media; 2nd edition (December 3, 2019)"
"Black Hat Python, 2nd Edition: Python Programming for Hackers and Pentesters",Justin Seitz and Tim Arnold,40.49, 18.76 - 40.49 ,216,4.7,406,81,12,5,1,2,562.4,0.408233088,English,"No Starch Press; 2nd edition (April 14, 2021)"
Python,Not Provided,0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
"Python for Kids, 2nd Edition: A Playful Introduction to Programming",Jason R. Briggs,33.61,33.61,368,5.0,1,100,0,0,0,0,1050.5,0.36854376,English,"No Starch Press; 2nd edition (November 15, 2022)"
Python for Tweens and Teens - 2nd Edition (Full Color Version): Learn Computational and Algorithmic Thinking,Aristides Bouras,47.7,47.7,360,4.5,61,70,19,6,3,3,1302.4,1.0251187562,English,"Independently published (February 28, 2022)"
Python (2nd Edition): Learn Python in One Day and Learn It Well. Python for Beginners with Hands-on Project. (Learn Coding Fast with Hands-On Project Book 1),Not Provided,0,0,175,4.5,"1,542",69,19,9,2,2,,,,"Learn Coding Fast; 2nd edition (May 10, 2017)"
Python 3: The Comprehensive Guide to Hands-On Python Programming,Johannes Ernesti and Peter Kaiser,55.48,55.48,"1,000",4.3,9,71,14,14,0,0,2364.0,1.7871539378,,"Rheinwerk Computing; First edition (September 28, 2022)"
The Book of Dash: Build Dashboards with Python and Plotly,"Adam Schroeder, Christian Mayer, et al.",34.49,34.49,224,4.0,1,100,0,0,0,0,583.1,0.36854376,English,"No Starch Press (October 25, 2022)"
"Invent Your Own Computer Games with Python, 4th Edition",Al Sweigart,20.49,20.49,376,4.7,442,80,13,6,1,1,933.7,0.6168856232000001,English,"No Starch Press; 4th edition (December 16, 2016)"
"Python Crash Course, 3rd Edition",Eric Matthes,40.49,40.49,552,0,0,0,0,0,0,0,1317.7,0.36854376,English,"No Starch Press; 3rd edition (January 10, 2023)"
"2Pack Reptile Plants Hanging Silk Terrarium Plants with Suction Cup for Bearded Dragons,Lizards,Geckos,Snake,Hermit Crab Tank Habitat Decorations,Small Size,12 inches Green",Not Provided,0,0,0,4.4,701,68,15,9,4,3,,,Not_Stated,Not Provided
"Tikaton Reptile Heat Pad - Adjustable Temperature Under Tank Heater for 10-20gal/30-40gal Tank, Terrarium Heat Mat for Turtle/Snake/Lizard/Frog/Spider/Plant Box",Not Provided,0,0,0,4.4,"6,045",66,17,8,4,5,,,Not_Stated,Not Provided
kathson Reptile Vines Plants Flexible Bendable Jungle Climbing Vine Terrarium Plastic Plant Leaves Pet Tank Habitat Decor for Bearded Dragons Lizards Geckos Snakes Hermit Crab Frogs and More Reptiles,Not Provided,0,0,0,4.4,904,67,17,10,3,3,,,Not_Stated,Not Provided
"Zoo Med Reptile Rock Corner Water Dish, Large - Assorted colors",Not Provided,0,0,0,4.7,"1,881",85,8,4,1,2,,,Not_Stated,Not Provided
AQUA KT Reptile Corner Branch Terrarium Plant Decoration with Suction Cup for Amphibian Lizard Snake Climbing,Not Provided,0,0,0,4.4,"1,397",68,13,11,3,4,,,Not_Stated,Not Provided
"Python Architecture Patterns: Master API design, event-driven structures, and package management in Python",Jaime Buelta,41.99,41.99,594,4.3,23,72,6,7,7,7,1523.4,1.0069750614000001,English,"Packt Publishing (January 12, 2022)"
DOHAOOE Reptile Tank Accessories Habitat Water Dish Tree Trunk and Artificial Arched Rock Bridge for Bearded Dragon Leopard Gecko Lizard Snake Chameleon Hermit Crab Ball Python Water Frog Turtle,Not Provided,0,0,0,4.1,77,64,12,7,6,12,,,Not_Stated,Not Provided
REPTI ZOO Reptile Terrarium Thermometer Hygrometer Digital Display Pet Rearing Box Reptiles Tank Thermometer Hygrometer with Suction Cup,Not Provided,0,0,0,4.4,"4,388",68,15,8,4,5,,,Not_Stated,Not Provided
Python: - The Bible- 3 Manuscripts in 1 book: -Python Programming For Beginners -Python Programming For Intermediates -Python Programming for Advanced (Your place to learn Python with ease),Not Provided,27.97,27.97,375,4.3,"4,228",64,16,10,4,6,752.2,0.5034875307000001,English,"Independently published (April 28, 2018)"
Medusa,Not Provided,0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
Introduction to Synthetic Aperture Radar Using Python and MATLAB®,Lee Andrew (Andy) Harrison,151.59, 139.00 - 151.59 ,390,5.0,1,100,0,0,0,0,999.9,0.8754332741,English,"Artech House (August 31, 2022)"
"Testing Python: Applying Unit Testing, TDD, BDD and Acceptance Testing",David Sale,27.0,27,201,4.1,30,53,19,13,9,5,,,English,"Wiley; 1st edition (July 3, 2014)"
"Python Workbook: Learn Python in one day and Learn It Well (Workbook with Questions, Solutions and Projects) (Learn Coding Fast Workbook 1)",Not Provided,0,0,149,4.4,807,67,19,9,2,3,,,English,Not Provided
An Introduction to Python Programming for Scientists and Engineers,"Johnny Wei-Bing Lin, Hannah Aizenman, et al.",78.41, 66.20 - 78.41 ,766,1.0,1,100,0,0,0,0,1459.5,1.6102529135,English,"Cambridge University Press; New edition (October 6, 2022)"
Impractical Python Projects: Playful Programming Activities to Make You Smarter,Lee Vaughan,18.99,18.99,424,4.7,297,80,13,6,1,0,1027.4,0.7937866475,English,"No Starch Press; Illustrated edition (November 27, 2018)"
Monty Python's Meaning of Life,Not Provided,0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
Essentials of Compilation: An Incremental Approach in Python,Jeremy G. Siek,30.99,30.99,240,0,0,0,0,0,0,0,,,English,"The MIT Press (August 1, 2023)"
"Python Programming Exercises, Gently Explained",Al Sweigart,6.99,6.99,160,5.0,3,100,0,0,0,0,424.4,0.371378712,English,"Independently published (September 30, 2022)"
"Python for Absolute Beginners: Rocket through the basics in an afternoon (AI, Data Science, Python & Statistics for Beginners Book 4)",Not Provided,0,0,167,4.3,10,48,30,22,0,0,,,English,Not Provided
Teach Yourself VISUALLY Python (Teach Yourself VISUALLY (Tech)),Ted Hart-Davis and Guy Hart-Davis,22.3,22.3,304,3.0,1,100,0,0,0,0,990.5,0.6123496995000001,English,"Wiley; 1st edition (September 7, 2022)"
Monty Python's Flying Circus: The Complete Series [DVD],Not Provided,31.49,31.49,0,4.8,621,88,9,1,1,0,,,Not_Stated,Not Provided
"The Python Workshop: Write Python code to solve challenging real-world problems, 2nd Edition","Corey Wade, Mario Corchero Jimenez, et al.",60.03, 49.99 - 60.03 ,Develop web  and programs with Python tools and packages,0,0,0,0,0,0,0,1603.0,1.0160469088000001,English,"Packt Publishing; 2nd ed. edition (November 18, 2022)"
"Hands-On Python INTERMEDIATE: with 50 Exercises, 2 Projects, 2 Assignments & Final Exam",Not Provided,0,0,603,4.4,18,74,18,8,0,0,,,English,Not Provided
"Python One-Liners: Write Concise, Eloquent Python Like a Professional",Christian Mayer,39.55, 36.70 - 39.55 ,216,4.8,126,82,14,2,2,0,567.2,0.408233088,English,"No Starch Press; Illustrated edition (June 2, 2020)"
Python 2,Not Provided,0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
Python for Cybersecurity: Using Python for Cyber Offense and Defense,Howard E. Poston III,23.14,23.14,240,4.7,12,89,11,0,0,0,615.3,0.408233088,English,"Wiley; 1st edition (March 4, 2022)"
Head First Python: A Brain-Friendly Guide,Paul Barry,59.99,59.99,600,0,0,0,0,0,0,0,,0.5034875307000001,English,"O'Reilly Media; 3rd edition (October 3, 2023)"
"Python Cookbook, Third Edition",Not Provided,51.48, 39.49 - 51.48 ,704,4.6,579,78,14,4,2,2,1486.4,1.1339809250000001,English,"O'Reilly Media; 3rd edition (June 25, 2013)"
Learn Python 3 the Hard Way: A Very Simple Introduction to the Terrifyingly Beautiful World of Computers and Code (Zed Shaw's Hard Way Series),Not Provided,29.99, 25.42 - 29.99 ,320,4.4,932,69,16,7,3,4,764.5,0.5216312255,English,"Addison-Wesley Professional; 1st edition (June 27, 2017)"
Data Visualization in Python,Daniel Nelson,58.11,58.11,345,3.3,12,55,11,34,0,0,1241.1,0.9298643584999999,English,"Independently published (September 15, 2020)"
"Quantitative Finance with Python: A Practical Guide to Investment Management, Trading, and Financial Engineering (Chapman and Hall/CRC Financial Mathematics Series)",Not Provided,92.7,92.7,659,4.3,5,54,23,23,0,0,1935.7,1.678291769,English,"Chapman and Hall/CRC; 1st edition (May 20, 2022)"
Python for DevOps: Learn Ruthlessly Effective Automation,"Noah Gift, Kennedy Behrman, et al.",35.99,35.99,506,4.5,236,74,13,8,3,2,1074.5,0.7983225712,English,"O'Reilly Media; 1st edition (January 7, 2020)"
Learn Coding Basics in Hours with Python,"The Tech Academy, Jack C. Stanley, et al.",3.99,3.99,107,4.5,326,70,18,7,4,1,383.0,0.29766996,English,"Jack Stanley (November 17, 2017)"
Metaprogramming with Python: A programmer's guide to writing reusable code to build smarter applications,Sulekha AloorRavi,44.99,44.99,402,0,0,0,0,0,0,0,1034.5,0.6894604024000001,English,"Packt Publishing (September 9, 2022)"
Deep Learning with Python,"Francois Chollet, Mark Thomas, et al.",0,0,0,4.5,"1,374",76,13,4,2,5,,,Not_Stated,Not Provided
Learn Python Programming: A complete Guide to Learning Python basics and it’s Practical Applications in recent Development Technologies,Not Provided,13.75,13.75,174,4.9,59,91,9,0,0,0,354.0,0.323184528,English,"Independently published (October 26, 2022)"
"Django 4 By Example: Build powerful and reliable Python web applications from scratch, 4th Edition",Antonio Mele and Bob Belderbos,49.99,49.99,764,4.7,28,80,12,9,0,0,1966.8,1.2882023308,English,"Packt Publishing; 4th ed. edition (August 29, 2022)"
Artificial Intelligence Programming with Python: From Zero to Hero,Perry Xiao,28.49,28.49,720,5.0,6,100,0,0,0,0,1823.4,1.1566605435,English,"Wiley; 1st edition (March 11, 2022)"
Monty Python In The Beginning,Not Provided,0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
High Performance Python: Practical Performant Programming for Humans,Micha Gorelick and Ian Ozsvald,28.49,28.49,468,4.7,146,81,11,7,1,0,1440.5,1.0024391377,English,"O'Reilly Media; 2nd edition (May 26, 2020)"
Murach's Python Programming (2nd Edition),Joel Murach and Michael Urban,48.78, 47.00 - 48.78 ,564,4.6,93,81,7,6,2,4,1732.2,1.1339809250000001,English,"Mike Murach & Associates; 2nd edition (May 7, 2021)"
"Advanced Data Analytics Using Python: With Architectural Patterns, Text and Image Classification, and Optimization Techniques",Sayan Mukhopadhyay and Pratip Samanta,29.99, 12.00 - 29.99 ,269,0,0,0,0,0,0,0,,,English,"Apress; 2nd edition (November 25, 2022)"
Practical Ethical Hacking with Python: Develop your own ethical hacking tools using Python,Tony Snake,0,0,289,0,0,0,0,0,0,0,,,English,Not Provided
Python Crash Course,Chibudom Obasi,0,0,41,0,0,0,0,0,0,0,,,English,Not Provided
Python for Engineers and Scientists: Concepts and Applications,Rakesh Nayak and Nishu Gupta,90.49,90.49,0,0,0,0,0,0,0,0,,,English,"CRC Press; 1st edition (December 19, 2022)"
Hands-On Financial Trading with Python: A practical guide to using Zipline and other Python libraries for backtesting trading strategies,Jiri Pik and Sourav Ghosh,46.99,46.99,360,4.4,25,67,12,13,7,0,932.2,0.6168856232000001,English,"Packt Publishing (April 29, 2021)"
"Serious Python: Black-Belt Advice on Deployment, Scalability, Testing, and More",Julien Danjou,29.24, 22.97 - 29.24 ,240,4.7,336,79,13,5,1,1,610.0,0.5216312255,English,"No Starch Press; Illustrated edition (December 27, 2018)"
"Ball Pythons as Pets - Your Complete Owners Guide: Ball Python Breeding, Caring, Where To Buy, Types, Temperament, Cost, Health, Handling, Husbandry, Diet, And Much More!",Jacqueline Silverdale,11.97,11.97,56,4.3,210,69,11,10,4,6,132.6,0.12190293599999999,English,"CreateSpace Independent Publishing Platform (November 16, 2017)"
Machine Learning for Financial Risk Management with Python: Algorithms for Modeling Risk,Abdullah Karasan,49.99,49.99,334,3.8,8,58,26,16,0,0,530.5,0.5307030729,English,"O'Reilly Media; 1st edition (December 28, 2021)"
Begin to Code with Python,Rob Miles,27.32,27.32,528,4.4,64,64,22,8,2,4,1248.1,0.8391458845,English,"Microsoft Press; 1st edition (December 8, 2017)"
Python Mini Reference 2022: A Quick Guide to the Modern Python Programming Language for Busy Coders (A Hitchhiker's Guide to the Modern Programming Languages Book 3),Not Provided,0,0,206,5.0,1,100,0,0,0,0,,,English,"Coding Books Press (October 12, 2022)"
Python Programming in Context,"Bradley N. Miller, David L. Ranum, et al.",71.75, 24.43 - 71.75 ,498,4.4,48,70,14,9,7,0,870.9,0.7076040972000001,English,"Jones & Bartlett Learning; 3rd edition (October 15, 2019)"
Python Scripting for ArcGIS Pro,Paul A. Zandbergen,50.99,50.99,412,4.5,141,71,17,8,3,1,1278.2,1.2927382545000001,English,"Esri Press; 2nd edition (July 7, 2020)"
The Ultimate Python Beginner's Workbook: A Simple Guide To Learn Python Coding Quickly | Become a Better Python Programmer with Practical Exercises and Hands-on Project,Ashraf Marks,0,0,165,0,0,0,0,0,0,0,,,English,Not Provided
The Spirit of Python: Exposing Satan’s Plan to Squeeze the Life Out of You,Jentezen Franklin,16.99,16.99,256,4.8,905,88,8,3,1,1,566.3,0.31751462399999997,English,"Charisma House; 8.4.2013 edition (September 3, 2013)"
Mission Python: Code a Space Adventure Game!,Sean McManus,29.95,29.95,280,4.5,159,70,19,6,3,3,806.4,0.635029318,English,"No Starch Press (October 16, 2018)"
"Python 3 Standard Library by Example, The (Developer's Library)",Not Provided,59.99, 51.43 - 59.99 ,1456,4.5,120,74,14,6,4,3,2276.4,1.7916898615,English,"Addison-Wesley Professional; 1st edition (June 1, 2017)"
The Roots Of Monty Python,Not Provided,0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
"Python Scripting for ArcGIS (Python Scripting, 1)",Paul A. Zandbergen,59.77, 11.48 - 59.77 ,358,4.5,185,70,16,9,2,4,1966.4,0.34019424,English,"Esri Press; First Edition (February 2, 2015)"
"Advanced Python Programming: Accelerate your Python programs using proven techniques and design patterns, 2nd Edition",Quan Nguyen,49.99,49.99,606,4.3,14,67,10,11,11,0,1557.5,1.0296546799000001,English,"Packt Publishing; 2nd ed. edition (March 25, 2022)"
100 Days of Code Learning Journal: Notebook for Python programming beginners/learners. Gift for programmer. Progress tracker. Game /Coding Projects.,Corinth Ruiz,7.0,7,108,5.0,1,100,0,0,0,0,383.0,0.34019424,English,"Independently published (November 28, 2021)"
"Learn Python Programming: An in-depth introduction to the fundamentals of Python, 3rd Edition",Fabrizio Romano and Heinrich Kruger,37.11,37.11,552,4.3,48,55,29,9,4,4,1421.1,0.9389362058999999,English,"Packt Publishing; 3rd ed. edition (October 29, 2021)"
How to Program: Computer Science Concepts and Python Exercises,Not Provided,0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
Python: Programming Basics for Absolute Beginners,Not Provided,0,0,103,4.0,187,52,19,14,6,9,,,English,"Nathan Clark (April 2, 2018)"
Beginner's Guide to Streamlit with Python: Build Web-Based Data and Machine Learning Applications,Sujay Raghavendra,39.45,39.45,224,0,0,0,0,0,0,0,,0.5034875307000001,English,"Apress; 1st ed. edition (January 3, 2023)"
Python for Finance: Mastering Data-Driven Finance,Yves Hilpisch,65.05, 58.51 - 65.05 ,720,4.6,268,77,14,5,2,2,1670.2,1.0296546799000001,English,"O'Reilly Media; 2nd edition (January 8, 2019)"
Speed Up Your Python with Rust: Optimize Python performance by creating Python pip modules in Rust with PyO3,Maxwell Flitton,41.99,41.99,384,4.8,12,78,22,0,0,0,989.1,0.6622448602000001,English,"Packt Publishing (January 21, 2022)"
"Python Flash Cards: Syntax, Concepts, and Examples",Eric Matthes,27.95,27.95,101,4.7,406,78,14,5,1,1,1351.9,1.0205828325000001,English,"No Starch Press; Flc Crds edition (January 15, 2019)"
Reticulated Pythons: A complete guide to care and husbandry,"Sid James, Ben Way, et al.",29.0,29,130,4.7,66,81,16,4,0,0,463.3,0.43374765600000004,English,"Andrew James (November 5, 2018)"
"Python for RTL Verification: A complete course in Python, cocotb, and pyuvm",Ray Salemi,44.95,44.95,343,4.5,12,77,11,12,0,0,1195.1,0.7983225712,English,"Independently published (September 3, 2022)"
Learn to Program with Minecraft: Transform Your World with the Power of Python,Craig Richardson,29.05,29.05,336,4.4,303,68,15,8,4,4,840.1,0.7484274105,English,"No Starch Press; 1st edition (December 1, 2015)"
A Student's Guide to Python for Physical Modeling: Updated Edition,Jesse M. Kinder and Philip Nelson,4.95, 7.03 - 24.95 ,168,4.5,87,72,16,6,3,2,655.5,0.4252428,English,"Princeton University Press; Revised edition (January 30, 2018)"
"Functional Python Programming: Use a functional approach to write succinct, expressive, and efficient Python code, 3rd Edition",Steven F. Lott,32.99,32.99,0,5.0,2,100,0,0,0,0,,,English,"Packt Publishing (January 10, 2023)"
Mathematical Logic through Python,Gonczarowski Yannai A.,36.5, 29.99 - 36.50 ,284,5.0,6,100,0,0,0,0,734.1,0.6078137758000001,English,"Cambridge University Press; New edition (September 15, 2022)"
"Colt's Python, King of the Seven Serpents",Gurney Brown,0,0,304,4.7,71,85,7,5,2,0,,2.0910608257,English,"Blue Book Publications (January 1, 2018)"
Mega Python vs. Gatoroid,Not Provided,9.23,9.23,0,4.3,238,67,18,3,5,7,,,Not_Stated,Not Provided
"Python Programming for Beginners: An Introduction to the Python Computer Language and Computer Programming (Python, Python 3, Python Tutorial)",Jason Cannon,0,0,164,4.5,"1,001",72,15,8,3,2,,,English,Not Provided
Deep Learning from Scratch: Building with Python from First Principles,Seth Weidman,38.99,38.99,252,4.3,84,63,20,8,4,5,558.7,0.408233088,English,"O'Reilly Media; 1st edition (October 1, 2019)"
"Practical Python Programming for IoT: Build advanced IoT projects using a Raspberry Pi 4, MQTT, RESTful APIs, WebSockets, and Python 3",Gary Smart,39.99,39.99,516,4.5,53,65,26,4,3,3,1330.1,0.8754332741,English,"Packt Publishing (November 12, 2020)"
Modern Computer Vision with PyTorch: Explore deep learning concepts and implement over 50 real-world image applications,V Kishore Ayyadevara and Yeshwanth Reddy,48.84,48.84,824,4.6,56,81,11,3,6,0,2114.5,1.3879926522000001,English,"Packt Publishing (November 27, 2020)"
The Gunfather Restorations - Season 1,Not Provided,0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
"Python Feature Engineering Cookbook: Over 70 recipes for creating, engineering, and transforming features to build machine learning models, 2nd Edition",Soledad Galli,61.24, 44.99 - 61.24 ,386,5.0,1,100,0,0,0,0,989.1,0.6622448602000001,English,"Packt Publishing (October 31, 2022)"
Data Visualization with Python and JavaScript,Kyran Dale,56.99,56.99,864,0,0,0,0,0,0,0,,,English,"O'Reilly Media; 2nd edition (December 7, 2022)"
Modern Time Series Forecasting with Python: Explore industry-ready time series forecasting using modern machine learning and deep learning,Manu Joseph,44.99,44.99,552,5.0,2,100,0,0,0,0,1421.1,0.9389362058999999,English,"Packt Publishing (November 24, 2022)"
The Hitchhiker's Guide to Python: Best Practices for Development,Kenneth Reitz and Tanya Schlusser,24.99, 10.75 - 24.99 ,336,4.4,132,66,16,13,3,3,792.3,0.5896700810000001,English,"O'Reilly Media; 1st edition (October 18, 2016)"
A Smarter Way to Learn Python: Learn it faster. Remember it longer.,Mark Myers,19.95, 14.62 - 19.95 ,236,4.6,"1,068",76,14,7,2,2,573.5,0.41673794399999997,English,"CreateSpace Independent Publishing Platform (August 9, 2017)"
"Math for Programmers: 3D graphics, machine learning, and simulations with Python",Paul Orland,40.84, 34.75 - 40.84 ,688,4.5,65,72,13,8,3,5,1118.7,1.2383071701000001,English,"Manning; 1st edition (January 12, 2021)"
Beginning Programming with Python For Dummies,John Paul Mueller,24.49, 12.35 - 24.49 ,416,4.4,279,65,19,7,4,5,1100.6,0.7212118683000001,English,"For Dummies; 2nd edition (February 13, 2018)"
The Pythons' Autobiography By The Pythons,"Bob McCabe, Eric Idle, et al.",19.99,19.99,464,4.6,149,76,15,7,1,1,856.7,0.379883568,English,"Orion; New Ed edition (February 23, 2021)"
Algorithms to Live By: The Computer Science of Human Decisions,"Brian Christian, Tom Griffiths, et al.",0,0,0,4.5,"3,310",70,17,8,2,2,,,Not_Stated,Not Provided
"Microsoft Python Certification Exam 98-281 & PCEP – Preparation Guide: Introduction To Programming Using Python, PCEP – Certified Entry Level Python Programmer","Raman Publications, R Raman, et al.",19.99,19.99,151,3.9,18,59,13,15,13,0,536.3,0.36854376,,"Independently published (January 14, 2021)"
Ultimate Step by Step Guide to Machine Learning Using Python: Predictive modelling concepts explained in simple terms for beginners,Not Provided,0,0,70,4.2,271,62,15,12,5,6,,,English,Not Provided
"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems",Aurélien Géron,57.49,57.49,856,4.8,"3,129",85,10,3,1,2,1266.4,1.270058636,English,"O'Reilly Media; 2nd edition (October 15, 2019)"
"Creative Coding in Python: 30+ Programming Projects in Art, Games, and More",Sheena Vaidyanathan,19.89,19.89,144,4.6,315,78,12,8,3,0,985.9,0.1000738056,English,"Quarry Books; Illustrated edition (December 18, 2018)"
Aprende Python en un fin de semana (Spanish Edition),Not Provided,10.04,10.04,174,4.4,594,64,22,10,3,2,306.4,0.260815584,Spanish,"Independently published (August 30, 2018)"
Python Aplicado (Spanish Edition),Eugenia Bahit,39.99,39.99,286,5.0,2,100,0,0,0,0,474.1,0.345864144,Spanish,"Ebrc Publisher; 4th ed. edition (January 27, 2022)"
Black Hat Python: Python Programming for Hackers and Pentesters,Justin Seitz,34.95, 16.30 - 34.95 ,192,4.6,505,76,14,5,3,2,536.5,0.430912704,English,"No Starch Press; 1st edition (December 21, 2014)"
"Mastering Python Networking: Utilize Python packages and frameworks for network automation, monitoring, cloud, and management, 4th Edition",Eric Chou,35.99,35.99,0,0,0,0,0,0,0,0,,,English,"Packt Publishing (February 9, 2023)"
The Art of Clean Code: Best Practices to Eliminate Complexity and Simplify Your Life,Christian Mayer,22.99,22.99,176,4.4,4,70,30,0,0,0,583.6,0.36854376,English,"No Starch Press (August 2, 2022)"
Python For Beginner: 24 Hours with Python: How to Learn Python Program in 24 Hours,tony snake,0,0,440,0,0,0,0,0,0,0,,,English,Not Provided
Python Newbies: 55 Hand-Picked Resources to Get Started Quickly,Raven Black,0,0,10,0,0,0,0,0,0,0,,,English,Not Provided
Problem Solving with Algorithms and Data Structures Using Python SECOND EDITION,Bradley N. Miller and David L. Ranum,42.75, 40.80 - 42.75 ,438,4.5,145,73,17,4,1,4,1017.6,0.771107029,English,"Franklin, Beedle & Associates; 2nd edition (August 22, 2011)"
Quantum Chemistry and Computing for the Curious: Illustrated with Python and Qiskit® code,"Keeper L. Sharkey, Alain Chance, et al.",47.99,47.99,354,4.8,16,80,20,0,0,0,955.0,0.6078137758000001,English,"Packt Publishing (May 20, 2022)"
"Bioinformatics with Python Cookbook: Use modern Python libraries and applications to solve real-world computational biology problems, 3rd Edition",Tiago Antao,54.99,54.99,360,4.4,7,62,19,19,0,0,932.2,0.6214215469000001,English,"Packt Publishing; 3rd ed. edition (September 27, 2022)"
Boas and Pythons of the World,"""Mark OShea""",16.22,16.22,160,4.6,33,79,16,5,0,0,631.8,0.6032778521000001,English,"Princeton University Press (April 24, 2011)"
Into Thin Air: Death On Everest,Not Provided,0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
Scala 3 Programming for Beginners: An Introduction to Learn the Scala 3 Programming Language with Tutorials and Hands-On Examples,Nathan Metzler,8.99,8.99,176,0,0,0,0,0,0,0,354.0,0.323184528,,"Independently published (December 16, 2021)"
Machine Learning with Python Cookbook: Practical Solutions from Preprocessing to Deep Learning,Not Provided,49.18, 41.00 - 49.18 ,366,4.5,178,72,16,5,4,3,800.6,0.6667807839000001,English,"O'Reilly Media; 1st edition (April 17, 2018)"
"Test-Driven Development with Python: Obey the Testing Goat: Using Django, Selenium, and JavaScript",Harry Percival,45.99, 33.03 - 45.99 ,624,4.7,121,80,14,2,2,1,1327.3,0.6667807839000001,English,"O'Reilly Media; 2nd edition (August 31, 2017)"
Numerical Python in Astronomy and Astrophysics: A Practical Guide to Astrophysical Problem Solving (Undergraduate Lecture Notes in Physics),Not Provided,53.92,53.92,260,4.7,15,81,10,9,0,0,573.3,0.40256318399999996,English,"Springer; 1st ed. 2021 edition (July 15, 2021)"
"Code This Game!: Make Your Game Using Python, Then Break Your Game to Create a New One!","Meg Ray, Odd Dot, et al.",18.8,18.8,320,4.4,101,68,16,10,4,3,2235.2,0.952543977,English,"Odd Dot; Illustrated edition (September 3, 2019)"
Bite-Size Python: An Introduction to Python Programming,April Speight,23.72, 13.49 - 23.72 ,240,4.8,78,80,18,2,0,0,550.3,0.4944156833000001,English,"Wiley; 1st edition (September 1, 2020)"
"Becoming a Data Head: How to Think, Speak and Understand Data Science, Statistics and Machine Learning",Alex J. Gutman and Jordan Goldmeier,24.49,24.49,272,4.6,209,73,19,5,2,0,548.6,0.354369,English,"Wiley; 1st edition (April 23, 2021)"
Fast Python: High performance techniques for large datasets,Tiago Rodrigues Antao,59.99,59.99,320,0,0,0,0,0,0,0,1051.5,0.447922416,English,"Manning (March 21, 2023)"
"The Python Bible Volume 5: Python For Finance (Stock Analysis, Trading, Share Prices)",Not Provided,7.99,7.99,58,3.9,30,54,17,11,5,14,98.3,0.0725747712,English,"Independently published (August 14, 2019)"
Python for Biologists: A complete programming course for beginners,Dr Martin Jones,39.0, 24.65 - 39.00 ,244,4.8,109,85,8,5,2,0,649.8,0.43941756,English,"CreateSpace Independent Publishing Platform; 1st edition (September 7, 2013)"
A Student's Guide to Python for Physical Modeling: Second Edition,Jesse M. Kinder and Philip Nelson,24.95,24.95,240,4.5,20,81,7,12,0,0,983.2,0.5669904625000001,English,"Princeton University Press; School edition (August 3, 2021)"
